report_period_start,report_period_end,interval_start,interval_end,container_name,pod,owner_name,owner_kind,workload,workload_type,namespace,image_name,node,resource_id,cpu_request_container_avg,cpu_request_container_sum,cpu_limit_container_avg,cpu_limit_container_sum,cpu_usage_container_avg,cpu_usage_container_min,cpu_usage_container_max,cpu_usage_container_sum,cpu_throttle_container_avg,cpu_throttle_container_max,cpu_throttle_container_sum,memory_request_container_avg,memory_request_container_sum,memory_limit_container_avg,memory_limit_container_sum,memory_usage_container_avg,memory_usage_container_min,memory_usage_container_max,memory_usage_container_sum,memory_rss_usage_container_avg,memory_rss_usage_container_min,memory_rss_usage_container_max,memory_rss_usage_container_sum,k8_object_type,k8_object_name,cluster_name
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 01:30:01 +0000 UTC,2023-06-04 01:45:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 01:45:01 +0000 UTC,2023-06-04 02:00:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 02:00:01 +0000 UTC,2023-06-04 02:15:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 02:15:01 +0000 UTC,2023-06-04 02:30:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 02:30:01 +0000 UTC,2023-06-04 02:45:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 02:45:01 +0000 UTC,2023-06-04 03:00:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 03:00:01 +0000 UTC,2023-06-04 03:15:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 03:15:01 +0000 UTC,2023-06-04 03:30:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 03:30:01 +0000 UTC,2023-06-04 03:45:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 03:45:01 +0000 UTC,2023-06-04 04:00:00 +0000 UTC,clowder-plugin,clowder-plugin-65cb58474f-nddwn,clowder-plugin-65cb58474f,ReplicaSet,clowder-plugin,deployment,clowder-system,quay.io/cloudservices/clowder-plugin:2abf074,ip-10-4-191-239.ec2.internal,i-0e4556cf0a48a6da3,,,,,0.0,0.0,0.0,0.0,,,,,,,,3813376.0,3813376.0,3813376.0,3813376.0,1662976.0,1662976.0,1662976.0,1662976.0,deployment,clowder-plugin,cluster1
